id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4538697775063236,JgeHLlfb6,5532387888,老师不是神哇咔哇咔,心有猛虎，细嗅蔷薇。#三十而已#微博视频,,,,三十而已,0,1,0,2020-08-16 23:55,微博视频号,,,
4538682533479205,JgejbeB6d,2927632343,UFO上有个超牛的毛毛,喜塔腊尔晴、林凌、林有有，谁更可气？#三十而已##延禧宫略##我的前半生#,,,,"三十而已,延禧宫略,我的前半生",0,1,0,2020-08-16 22:55,iPhone客户端,['http://ww1.sinaimg.cn/large/ae801fd7ly1ght1lm4gtrj223n1kq7u3.jpg'],,
4538682512516830,Jgej9ayK2,3867836474,M荼紫,#三十而已#好久没有完整的追完一部剧了，夜以继日、断断续续的一个多星期给看完了，很喜欢这部剧的滤镜，每个人皮肤状态看着好真实，色调也特别舒服。最喜欢每次结尾的小家庭，平凡而温馨，特别治愈，妈妈卖葱油饼，儿子永远陪着妈妈，爸爸送外卖回来还帮着妈妈一起打理生意，每次收摊回家的画面太美了……结局万事胜意，真好～,,,,三十而已,0,5,2,2020-08-16 22:54,秋无力的iPhone 7,"['http://ww3.sinaimg.cn/large/e68a803aly1ght18kbyppj20u00k0aqp.jpg', 'http://ww4.sinaimg.cn/large/e68a803aly1ght18ksxmvj20u00gvto7.jpg', 'http://ww2.sinaimg.cn/large/e68a803aly1ght18lg1gyj20u00gv1e7.jpg', 'http://ww4.sinaimg.cn/large/e68a803aly1ght18jmxk7j20u00jztw0.jpg', 'http://ww1.sinaimg.cn/large/e68a803aly1ght18neq1cj20u00gvakn.jpg', 'http://ww3.sinaimg.cn/large/e68a803aly1ght18mvu5jj20u00k04j6.jpg', 'http://ww4.sinaimg.cn/large/e68a803aly1ght18nr0b5j20u00gvgw5.jpg', 'http://ww2.sinaimg.cn/large/e68a803aly1ght18me0n9j20u01v77wi.jpg', 'http://ww3.sinaimg.cn/large/e68a803aly1ght1ai3v1lj20u00gv15v.jpg']",,
4538697406746054,JgeHasiXk,5665371604,ilvubqnvnoztmesad,你爱的到底是这个男人还是他身上别的女人留下的痕迹呃呃呃啊杀人诛心呐#三十而已#,,,,三十而已,0,0,0,2020-08-16 23:54,iPhone客户端,,,
4538696466179506,JgeFEpVzs,6605420976,寻星时记,#三十而已#复婚之夜，钟晓芹抛弃陈屿，和顾佳漫妮讲心得！内心感慨万千！不知怎样讲说！L寻星时记的微博视频,,,,三十而已,0,0,0,2020-08-16 23:50,三十而已超话,,"http://f.video.weibocdn.com/P14FwAsVlx07FFApvRKU010412006qws0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547588&ssig=bALuH1wUqf&KID=unistore,video",
4538682038030674,JgeinxH90,2720313703,像cris一样,#三十而已#太讽刺了艹！！！,,延安,,三十而已,0,1,0,2020-08-16 22:53,智能老人机Android,"['http://ww4.sinaimg.cn/large/a224b167ly1ght1j7zbgvj23282ao7wi.jpg', 'http://ww4.sinaimg.cn/large/a224b167ly1ght1jahlqhj23282aob2a.jpg']",,
4538681748619603,JgehUAalR,5260128929,七仙女有话说,中国江西网/江西头条客户端记者周文平、邹宽报道：记者从警方获悉，8月16日下午16时25分左右，乐安县杀害3人嫌疑犯曾春亮在山砀镇航桥村附近被警方抓获！此前，8月8日，曾春亮潜入乐安县山砀镇山砀村康女士家中，将其父母杀害，并锤击其7岁侄儿头部，致其侄儿重伤昏迷至今。17天前，曾春亮曾潜入康女士家行窃，被撞见后，威胁康女士家人：“如果报警，就杀你全家。”#曾春亮落网##三十而已#L七仙女有话说的微博视频,,,,"曾春亮落网,三十而已",0,0,3,2020-08-16 22:51,iPhone客户端,,"http://f.video.weibocdn.com/Vyyp4zQFlx07FGJgSqAw010412006hOe0E010.mp4?label=mp4_ld&template=360x768.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547588&ssig=jySFKOaapl&KID=unistore,video",
4538696445469007,JgeFCmWJN,7390797157,情感甜句,#三十而已#顾佳离婚后净身出户，临走前的一句话，许幻山悔不当初L情感甜句的微博视频,,,,三十而已,0,0,0,2020-08-16 23:50,微博视频号,,"http://f.video.weibocdn.com/002QSoyngx07FGNhxw4T01041200daS30E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547588&ssig=WRP9qjzk0S&KID=unistore,video",
4538695359407752,JgeDRDtnW,2162005341,夏鬼豆ouou,发布了头条文章：《钟晓芹：一个乖乖妈宝女，比起选择男人，她更应该做的是认清自己》成长其实是特别艰难的自省，希望钟晓芹们都能在成长道路上有所收获，与你我共勉。#钟晓芹##三十而已#O钟晓芹：一个乖乖妈宝女，比起选择男人，她更应该做的是认清自己,http://t.cn/A6UQFEPR,,,"钟晓芹,三十而已",2,0,5,2020-08-16 23:46,微博 weibo.com,,,
4538680914752079,JgegzjWer,2730880983,伊诺诺_,为青春歌唱#三十而已#,,,,三十而已,1,1,1,2020-08-16 22:48,iPhone 11,"['http://ww2.sinaimg.cn/large/a2c5efd7ly1ght1ewmztvj22c0340b2e.jpg', 'http://ww2.sinaimg.cn/large/a2c5efd7ly1ght1eugrrpj22c0340000.jpg', 'http://ww4.sinaimg.cn/large/a2c5efd7ly1ght1exij94j23322bbqv6.jpg']",,
4538680667288334,JgegauA1M,7456565131,纤丝蔲纯中药瘦身导师-丽纯,纤丝蔻SOSO果冻6️⃣9️⃣0️⃣做代理开启致富之路开启5G潮流❤️纤丝蔻#微商创业##好物分享##三十而已##微商代理#,,,,"微商创业,好物分享,三十而已,微商代理",0,0,0,2020-08-16 22:47,HUAWEI nova 3,"['http://ww3.sinaimg.cn/large/0088CZdxgy1ght1dp404jj30u01hcwr2.jpg', 'http://ww4.sinaimg.cn/large/0088CZdxgy1ght1dqqyusj30u01hc156.jpg', 'http://ww3.sinaimg.cn/large/0088CZdxgy1ght1dt3ag7j30u01hck42.jpg']",,
4538695283641949,JgeDKfhr7,3956626024,泾县法院,#小泾说法#【催收讨债行为，法律如何看待？】电视剧#三十而已#中，江疏影饰演的王漫妮被魏总安排到催收岗，三个月内，花式催收，辛苦讨债。那么，法律是如何看待催收讨债这一行为的呢？@北京海淀法院@CCTV今日说法LCCTV今日说法的微博视频,,,"北京海淀法院,CCTV今日说法","小泾说法,三十而已",6,4,14,2020-08-16 23:45,微博视频号,,"http://f.video.weibocdn.com/i4A2op2Mlx07FCVZjSuI01041200fRKu0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=bdef57f06ae52835a2c783ca389e8517&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547588&ssig=5nYU7uiWuo&KID=unistore,video",
4538695112467403,JgeDtalSP,6377868522,一见倾心变卿心,你最近被《#三十而已#》刷屏来了吗？三十岁的你,,,,三十而已,0,1,1,2020-08-16 23:45,OPPO超视野全面屏R15,,,
4538680482210023,JgefS9gVx,3781957293,美文美图收藏,#三十而已#十年拼搏获得的一切，随着婚姻的破裂，最后都是一场空，就像烟花一样，稍纵即逝。优秀的人，可以过好日子，也可以过苦日子，因为凭着自己的努力，未来是充满希望的，加油顾佳，期待未来,,,,三十而已,0,0,0,2020-08-16 22:46,Redmi Note 8 Pro四摄,['http://ww4.sinaimg.cn/large/e16c16adly1ght0qj1eguj20u014015h.jpg'],,
4538680372377430,JgefH9YtE,6528527497,深丽专业,---Koradiorelsewhere（珂思）·从心悠享---毛晓彤VS自信的钟晓芹，真美！ #三十而已#年华正好！与Koradiorelsewhere一起出发秋日游历～ᴴᴬᵛᴱᴬᴳᴼᴼᴰᵀᴵᴹᴱ(˘͈ᵕ˘͈❀)♡༘⋆,,广州·嘉禾望岗(地铁站),,三十而已,0,1,0,2020-08-16 22:46,X20Plus 屏幕指纹版,"['http://ww2.sinaimg.cn/large/0077P2eBgy1ght1cn9if9j30u01hb0vx.jpg', 'http://ww2.sinaimg.cn/large/0077P2eBgy1ght1co6o47j30u0169n0q.jpg', 'http://ww2.sinaimg.cn/large/0077P2eBgy1ght1cooxv1j30fk08qjrp.jpg', 'http://ww4.sinaimg.cn/large/0077P2eBgy1ght1cpa4emj30u00ipjsk.jpg']",,
4538695099620038,JgeDrEmBU,2667586771,Nok达太喵,#三十而已#下一部是四十而已么,,北京·慧谷金色家园,,三十而已,0,1,0,2020-08-16 23:44,iPhone客户端,,,
4538694629598366,JgeCGEgYm,5707111671,Ywhy-,会修，厉害了。哈哈哈哈。#三十而已#,,,,三十而已,0,6,1,2020-08-16 23:43,HUAWEI P20 Pro,"['http://ww2.sinaimg.cn/large/006eessfgy1ght2unob0vj31111jk7wi.jpg', 'http://ww2.sinaimg.cn/large/006eessfgy1ght2uqf8unj31111jk1ky.jpg', 'http://ww2.sinaimg.cn/large/006eessfgy1ght2uulylhj31111jk4qq.jpg', 'http://ww4.sinaimg.cn/large/006eessfgy1ght2uyq6ctj31111jk1ky.jpg', 'http://ww1.sinaimg.cn/large/006eessfgy1ght2v20pt5j31111jk4qq.jpg', 'http://ww2.sinaimg.cn/large/006eessfgy1ght2v5g4hdj31111jk4qq.jpg', 'http://ww4.sinaimg.cn/large/006eessfgy1ght2v98eekj31111jkx6p.jpg', 'http://ww2.sinaimg.cn/large/006eessfgy1ght2vcnvgoj31111jk1ky.jpg']",,
4538679429177954,JgeeaCvBw,5786734115,AMIGA肉肉,按现实来讲、海王美国肯定也有，说不定同一个小区里还有100个#一夫一妻#王曼妮分手后看着是挺可怜的，但是她自己坚持要走的路，gugu都提醒过她了，还依然白日梦，有点自讨苦吃。#三十而已#,,,,"一夫一妻,三十而已",0,2,2,2020-08-16 22:42,iPhone X,['http://ww4.sinaimg.cn/large/006jCxTdly1ght0vmovvpj30e80mnta3.jpg'],,
4538679388014917,Jgee6xD2R,7215316126,时尚哔哔机,三十而已大结局啦～再来回顾一下两位主人公的美貌吧～#三十而已#L时尚哔哔机的微博视频,,,,三十而已,0,0,4,2020-08-16 22:42,小米8周年旗舰手机,,"http://f.video.weibocdn.com/vMR4v0P1lx07FGID6iBa010412003fwZ0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547588&ssig=YmuBXgmHkk&KID=unistore,video",
4538694428534411,JgeCmzObN,3547408755,佳佳----乐,#三十而已#于伯：所有选择漂的人，在走出家门那一刻就要知道，往后，你就是你自己的家了，再撑起你自己的天。要是连这点勇气都没有，趁早别出去。爸妈嘴里说的故乡是后路，听听也就算了。,,,,三十而已,0,1,1,2020-08-16 23:42,iPhone客户端,,,
4538679365999493,Jgee4paK1,7215316126,时尚哔哔机,顾姐霸气！许幻山出来挨打吧!#三十而已##顾佳#L时尚哔哔机的微博视频,,,,"三十而已,顾佳",0,1,1,2020-08-16 22:42,小米8周年旗舰手机,,"http://f.video.weibocdn.com/huxIvY31lx07FGICA3Ti010412001sV00E010.mp4?label=mp4_ld&template=360x632.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547588&ssig=Wv8e4kDmIp&KID=unistore,video",
4538678893088979,JgedjcXAf,6079958891,Panda怀里的大喵喵,“很庆幸一路都是自己撑过来的，所以少了谁的陪伴都无关紧要，很幸运，我不矫情。”#三十而已#,,武汉,,三十而已,0,1,0,2020-08-16 22:40,iPhone客户端,['http://ww2.sinaimg.cn/large/006DsT35ly1ght166uvvqj30xf1kw4ho.jpg'],,
4537973863877190,JfVSaggDk,5720115954,我不是越王嘿,#三十而已#两天追完了《三十而已》。原来每一步都是成长因为想到自己以后也会步入婚姻，所以想看看三十岁的女人，到底有什么不同，到底是什么样子。我想在以后的婚姻中，我做不到像顾佳一样，事事周全，处处优秀；但也不会像钟晓芹一样，未曾“断奶”，对婚姻不知所云。那我的婚姻呢？我会结婚吗？“一个人爱一个人，当相处变为课本，谁愿意为谁多退让一寸”二十岁的时候，怕离开家乡，怕离开父母。二十五岁了，我想离开家人，去外面的世界看看。还是羡慕王曼妮，有说走就走的勇气，有敢打敢拼的底气。嗯，我也可以的，二十五而已，怕什么呢！“我是我的堡垒，没人能摧毁”想清楚自己想要什么，然后带着山川给你的面容，生活给你的心境，去经历你该经历的，得到你想要得到的。透亮一点，可爱一点，然后开心一点～,,,,三十而已,0,1,3,2020-08-14 23:59,vivo 全新水滴屏手机,"['http://ww3.sinaimg.cn/large/006f71sKly1ghqs2dyhdfj31hc1hcb2a.jpg', 'http://ww3.sinaimg.cn/large/006f71sKly1ghqs2fvvfgj31hc1hckjm.jpg']",,
4537973754561150,JfVRZj8yW,2489315157,空白斑马线,当林有有遇上贺子秋（所以绿茶不可怕，可怕的是如何把绿茶泡开）#以家人之名##三十而已#,,,,"以家人之名,三十而已",0,0,1,2020-08-14 23:58,小可爱的iPhone客户端,['http://ww1.sinaimg.cn/large/945fef55gy1ghqs6hlvc7j209f02j74d.jpg'],,
4537973749579839,JfVRYEc9x,5971808916,猫在川上,#三十而已#顾佳给空山茶打广告，投了烟花厂二十万下去没收益，许幻山唱衰几句，她就要强到说出“以后一分钱不花烟花厂”，而且真的变卖包包、借钱也不找许幻山要钱。这个行为说明，恐怕许幻山和她相处十年，就没有发过火、违逆过她意思，否则不可能几句难听话就志气大成这样。这种夫妻关系正常吗？我一直强调关系的韧性、敢于制造冲突、说出真实想法、沟通，一段一个人从不敢说话，一说话就反应这么决绝的婚姻，本身是非常脆弱的，因为一个人一直没有参与过真正谈话。,,,,三十而已,10,41,149,2020-08-14 23:58,iPhone 11,,,
4537958314546673,JfVt5j4Nr,1756391965,Lily包包工作室,1955全皮马衔扣系列配饰．米色/乌木色GGsupreme人造革．采用环保工艺制作而成．棕色皮革细节金色调配件云纹织物和麂皮衬里6个卡片隔层1个拉链口袋1个开口口袋可拆卸链带（58厘米高）尺寸：19/10/4cm#包包种草##包包推荐##三十而已##好物分享#￼,,,,"包包种草,包包推荐,三十而已,好物分享",0,0,0,2020-08-14 22:57,iPhone XR,"['http://ww1.sinaimg.cn/large/68b06a1dgy1ghqqdk6chgj20j60j6jum.jpg', 'http://ww4.sinaimg.cn/large/68b06a1dgy1ghqqdkkc5ej20j60j641k.jpg', 'http://ww1.sinaimg.cn/large/68b06a1dgy1ghqqdkz9x1j20j60j6dir.jpg', 'http://ww1.sinaimg.cn/large/68b06a1dgy1ghqqdl9vdjj20j60j60vk.jpg', 'http://ww2.sinaimg.cn/large/68b06a1dgy1ghqqdlkqdyj20j60j6jvm.jpg', 'http://ww2.sinaimg.cn/large/68b06a1dgy1ghqqdlvoxmj20j60j641o.jpg', 'http://ww1.sinaimg.cn/large/68b06a1dgy1ghqqdjvn6rj20j60j6gpf.jpg', 'http://ww2.sinaimg.cn/large/68b06a1dgy1ghqqdmfqhyj20j60j6tbm.jpg', 'http://ww2.sinaimg.cn/large/68b06a1dgy1ghqqdmwbp1j20j60j6div.jpg']",,
4537973725730647,JfVRWo2NN,6295191690,非要吃香菜的小zhai,#三十而已#刚看几天，这林有有真真是刷新我三观，看了这么多电视绿茶婊中的王者啊(不针对演员小姐姐)我去去，太秀了！！！！顾佳真的是一个完美女人啊，好想娶回家…可惜我是个女的，就这你个许放炮还不珍惜，许子言还那么可爱这个剧看的我想一辈子不结婚……睡觉睡觉！！晚安大家,,,,三十而已,0,3,2,2020-08-14 23:58,OPPO R15 梦镜版,,,
4537972983074151,JfVQKcTJ5,1237196023,Aliya_QQ,#三十而已#,,,,三十而已,0,2,3,2020-08-14 23:55,iPhone客户端,"['http://ww1.sinaimg.cn/large/49be1cf7ly1ghqs2yijngj20u00u00xg.jpg', 'http://ww4.sinaimg.cn/large/49be1cf7ly1ghqs2zm0t9j21s00qnti7.jpg', 'http://ww1.sinaimg.cn/large/49be1cf7ly1ghqs317pb8j21ex0tz7hm.jpg', 'http://ww1.sinaimg.cn/large/49be1cf7ly1ghqs348lh4j20mc0r9qai.jpg', 'http://ww4.sinaimg.cn/large/49be1cf7ly1ghqs3518hjj21400miafx.jpg', 'http://ww3.sinaimg.cn/large/49be1cf7ly1ghqs2wxzu0j20qf10rgto.jpg']",,
4537958013338516,JfVsBe0v2,6605420945,追剧酱酱君,拍戏现场只录声音，然后毛晓彤和杨玏开始自由发挥，最后看得大家都乐了！#三十而已#L追剧酱酱君的微博视频,,,,三十而已,0,1,2,2020-08-14 22:56,微博视频号,,"http://f.video.weibocdn.com/KxWfychwlx07FDx5YRMk010412005N4U0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547598&ssig=cxmjRnjznH&KID=unistore,video",
4537957853702633,JfVslfxdT,5271995656,用餐攘曝峡纪氏傻zi,#三十而已#啊啊啊顾佳什么时候离婚搞事业呀，气死我了气的睡不着了,,,,三十而已,0,1,0,2020-08-14 22:55,iPhone客户端,,,
4537972572301957,JfVQ59EQl,5230972023,奶包sehun-,妈的最近电视剧是什么鬼？？？没一部爽剧全TM编剧脑子有💩写的什么玩意拍的什么鬼气死了气死了气死了#以家人之名##锦绣南歌##三十而已##二十不惑#,,,,"以家人之名,锦绣南歌,三十而已,二十不惑",0,1,2,2020-08-14 23:53,iPhone客户端,,,
4537972491552579,JfVPX6vTB,1768226980,跳舞的Tiffany是小Captainbb妈妈,//@电视剧三十而已:#三十而已#关于陈屿钟晓芹的婚路历程，这里有一份特别的观后感,,,电视剧三十而已,三十而已,0,0,0,2020-08-14 23:53,iPhone,,,
4537957299519692,JfVrrDWvq,6396860064,x水晶娃娃f,你们觉得呢？#情感#周小鹏#三十而已##快手#@快手L周小鹏的快手视频,,,快手,"情感 ,三十而已 ,快手",0,0,0,2020-08-14 22:53,快手极速版,,http://www.kuaishou.com/rest/kd/partner/weibo/linkcard/video?p=3xxxractpv6hir9&a=3xgfc5dag72vxsc&f=3xnmwqtz5p972m9,
4537957275145541,JfVrplAAB,2794689985,是三木呀i,在#三十而已#中最喜欢的一句话轻舟过重山,,,,三十而已,0,2,1,2020-08-14 22:53,iPhone客户端,,,
4537972039615397,JfVPdElp3,1770961335,spikeguo,偶尔会看女性视角的片子，今天突然想看看《三十而已》，搜索时老是打成“三十二姨”👩......有时也挺好奇女性眼中的男性究竟是个啥样子的，但上次看《坡道上的家》真是给我吓坏了......☠️#三十而已##坡道上的家#,,,,"三十而已,坡道上的家",0,1,1,2020-08-14 23:51,iPhone客户端,"['http://ww1.sinaimg.cn/large/698eb9b7ly1ghqrzn6md3j20m80v6tc1.jpg', 'http://ww1.sinaimg.cn/large/698eb9b7ly1ghqrzninisj20u00ro433.jpg']",,
4537957094010224,JfVr7gPf2,7440172637,存在主义死亡史,#三十而已#是编剧的数学不好，还是我的数学不好，王漫妮说顾佳和许幻山是“十年的夫妻了”。顾佳不是才三十岁吗？如果是十年的夫妻，那他俩是二十岁就结婚了！二十岁，顾佳难道不是还在上大学吗？那么前卫吗，上大学时就敢结婚？,,,,三十而已,0,1,0,2020-08-14 22:52,小米MIX 2 全面屏手机,,,
4537971388976082,JfVOaBF5w,6299473764,长大不能太慢,#三十而已#及时出现L长大不能太慢的微博视频,,青岛,,三十而已,0,2,0,2020-08-14 23:49,微博视频号,,"http://f.video.weibocdn.com/tOQ2KUNllx07FDBqlqWs010412002FiU0E010.mp4?label=mp4_ld&template=624x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547598&ssig=AbiiTFGO5D&KID=unistore,video",
4537971015687214,JfVNznRvg,2665189694,子华李,融不进去的圈子，就别挤了。委屈了自己，也没有人心疼！都这岁数了，谁还离不开谁啊！#三十而已#坚决不看🙈,,,,三十而已,0,1,0,2020-08-14 23:47,iPhone客户端,,,
4537957002784317,JfVqYbGkl,6629442808,鸿光敖晋义kxbr,怕什么。最后自己使劲拍了一下自己的大腿，安慰了一下自己“就是去随便看看，又不什么，也不会对不起谁#星鹏天蓉##三十而已#,,,,"星鹏天蓉,三十而已",0,0,0,2020-08-14 22:52,微博 weibo.com,['http://ww2.sinaimg.cn/large/007eEsUUgy1ghjzuchz26j30sg0ipgnh.jpg'],,
4537956779960999,JfVqBFNjh,6605843426,感情小巨轮,#三十而已#【屿过天芹】陈屿，钟晓芹泪点低的慎入放不下的人是我（俩），所以复婚了L感情小巨轮的微博视频,,,,三十而已,0,1,0,2020-08-14 22:51,微博视频号,,"http://f.video.weibocdn.com/y2UMs9mrlx07Fyatk6JO01041200n6Lh0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1627547598&ssig=lGYBBrwa4H&KID=unistore,video",
4537970214051883,JfVMhh04X,5993119327,合合小窝,#三十而已#越长大越孤单………,,,,三十而已,0,1,0,2020-08-14 23:44,nova5Pro人像超级夜景,['http://ww4.sinaimg.cn/large/006xAw6Xly1ghqrrt74cag308c0etb29.jpg'],,
4537969673511214,JfVLpeJqu,5430012026,那就这样叭M,#三十而已#看到王漫妮在上海回老家的前后对比，一句话说的太对了，小城市很重人情，大城市除了人情，还有实力。人情味，没有的时候冷清，太多的时候又为难，很难恰到好处啊。,,,,三十而已,0,1,0,2020-08-14 23:42,nova5Pro人像超级夜景,,,
4537955890760064,JfVpb3bJ6,6424136186,楠楠呀21,需要人陪的时候换来的是冷嘲热讽#三十而已##晚安#,,,,"三十而已,晚安",0,1,1,2020-08-14 22:47,nova6 自拍大不一样,['http://ww4.sinaimg.cn/large/0070L1hMly1ghqq4sddeyj30qo0k6dhe.jpg'],,
4537955836506017,JfVp5rivL,3149608990,静心爱自己1468,#三十而已#终于看完了。好有感慨，三十岁，恰好是我们的年纪。没看前只是偶尔刷到的时候，觉得自己可能有曼妮的影子，最后看完，最羡慕晓芹，突然觉得自己最开始有过晓芹的运气，遇到了陈屿一样的人，细心，生活琐碎，那时候太年轻，不懂那才是最好的生活…好羡慕晓芹最后又可以回去最美好的…这该是多么幸运的人…不是所有人，失去还可以失而复得……后来居然慢慢变成了有曼妮的缩影，可是却也没有曼妮的幸运…最后看到曼妮的选择，真的很好，三十岁，还可以自由选择自己真正想要的…张主任，不是不好，应该说很好，只是他并不是她想要的…曼妮，她属于更大的世界……回家，是最后的退路。这部剧好多好多的感动点…,,广州,,三十而已,0,1,0,2020-08-14 22:47,HUAWEI Mate 30 5G,,,
